Block,Trial,ImageName,Response,RT,Correct,ConfidenceLevel
3,92,F_50_Animal_Test.jpg,Animal,2.99224379999941,1,0.25
3,93,F_61_Animal_Test.jpg,Non-Animal,2.8815496999996,0,0.4
3,94,F_50_Non-Animal_Test.jpg,Non-Animal,2.77561879999848,1,0.65
3,95,N_38_Non-Animal_Test.jpg,Non-Animal,1.57036109999899,1,0.5
3,96,N_9_Non-Animal_Test.jpg,Non-Animal,1.85207780000201,1,1
3,97,H_66_Non-Animal_Test.jpg,Non-Animal,1.63837860000058,1,1
3,98,F_1_Non-Animal_Test.jpg,Non-Animal,1.87595309999961,1,1
3,99,M_7_Non-Animal_Test.jpg,Non-Animal,1.66190220000135,1,1
3,100,N_64_Non-Animal_Test.jpg,Non-Animal,2.28148109999893,1,0.6
3,101,M_19_Non-Animal_Test.jpg,Non-Animal,1.62213870000051,1,1
3,102,N_52_Animal_Test.jpg,Animal,1.86251189999894,1,1
3,103,H_59_Non-Animal_Test.jpg,Non-Animal,1.97954590000154,1,0.45
3,104,H_2_Animal_Test.jpg,Animal,1.76695560000007,1,1
3,105,F_46_Non-Animal_Test.jpg,Non-Animal,2.55736360000083,1,0.6
3,106,N_35_Animal_Test.jpg,Animal,1.75652840000112,1,1
3,107,F_3_Non-Animal_Test.jpg,Non-Animal,1.75539639999988,1,0.95
3,108,F_17_Animal_Test.jpg,Animal,1.87864199999967,1,1
3,109,H_25_Animal_Test.jpg,Animal,1.75100440000097,1,1
3,110,F_5_Animal_Test.jpg,Animal,1.62669879999885,1,1
3,111,H_67_Non-Animal_Test.jpg,Animal,2.19524450000245,0,0.4
3,112,H_48_Non-Animal_Test.jpg,Animal,3.07082000000082,0,0.3
3,113,H_12_Animal_Test.jpg,Animal,1.7271619000021,1,1
